State ANSI,County,County ANSI,TIME,CDL_YEAR,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,GNDVI,SIF,NIRv,Tmax,Pdsi,Pet,Pre,DEM,Yield
5,Arkansas,1,2022_05,2022,1380.3357515891305,3139.7389760933074,710.900215064813,1222.424048356552,3549.643752110277,3255.671025154508,2248.784594789999,0.440384254394706,2035.7627350665744,0.124614858422349,28.731927582612844,2.312281411940876,143.19245071125502,106.9727792539526,58.79858409547995,11794.044271222474
5,Monroe,95,2022_05,2022,1311.106367774276,3132.2271660407728,681.2155835065719,1168.427285910676,3424.3013470694746,3057.15495699772,2074.010381739539,0.458799592012606,1819.658840195816,0.1310185478855145,28.356255029506315,2.55550940517704,140.82502011802575,143.95975556598708,54.771635260193136,10563.79803537383
5,Cross,37,2022_05,2022,1530.549677985513,3185.8582373983018,768.1039389139261,1330.2993526244552,3534.944344667053,3444.2636298395128,2565.8895371320627,0.4141459449352583,1843.4624217274247,0.1137273146657678,28.35645516338682,2.2866014457186234,141.39965270031092,157.8456710246456,69.99261523359063,10921.573726411443
5,Jackson,67,2022_05,2022,1513.0004329479489,3016.7121841309336,860.0136896921803,1318.7572259622425,3387.5946601053715,3259.371948021855,2395.9264720230262,0.3933821089661887,1274.1632518659449,0.1016135307252075,28.051831796672968,3.39890506853992,139.6805795404653,143.63045758329676,69.68130152690377,9980.058749996664
5,Clay,21,2022_05,2022,1658.9514071798685,3173.9073739276973,824.4307373595973,1382.0055580619266,3644.8493435150976,3645.817577474508,2813.265529732563,0.3954652004739019,1333.2137573228422,0.1012586330684943,27.17194729544142,4.574206412918723,132.50310495133576,114.317454736046,85.30844506956285,12315.015891505318
5,Ashley,3,2022_05,2022,1331.8913605706657,3788.61593896674,654.9157158392354,1196.2855905272231,3961.999697143856,3335.489938132828,2182.496381221228,0.5222697339923441,2114.827949537123,0.1840822759841533,30.02881218411414,1.7678383114431742,145.49024549659893,107.78807958214304,41.34177386365557,10350.387974053145
5,Desha,41,2022_05,2022,1201.8688275554232,3273.6639636958785,607.9533313495015,1075.5234682338937,3440.397864901056,3017.210382383573,2006.845031989287,0.5050984469721768,1823.759916679065,0.1532541385758662,29.67849784258308,1.303702960868916,146.67079422704938,83.11728016664185,46.4874929325993,10438.26270518519
5,Chicot,17,2022_05,2022,1117.3633314874053,3415.4330201327616,562.9219937481328,1052.0597497795818,3537.8547114887174,2980.7460142525088,1890.0483390289933,0.5274355176197943,2125.6265201582646,0.1756884910716858,30.127608041446123,1.5100335181690323,148.72744409387963,89.02641377451019,37.27528617958452,11128.707021222695
5,Prairie,117,2022_05,2022,1493.5598925364343,3309.465587737376,769.8254949948474,1320.765302517297,3649.423886721625,3354.5437730016192,2379.229293022228,0.432281140290272,1825.6841748859115,0.1274383726646028,28.39505005152329,3.178094067422348,142.31168629471563,160.2892978065656,63.89060797880171,11825.428103769633
5,Drew,43,2022_05,2022,1068.4236437378945,3448.4112652693343,530.7562755287935,995.2160814620208,3541.052438299423,2850.7444483862923,1756.602244616181,0.5531414058530477,2342.3295299825486,0.1845019291442119,29.717425738777,1.4986522714633643,145.7391048382455,90.55801867796804,49.78328571154619,11524.143311316902
5,Lawrence,75,2022_05,2022,1686.2471585101598,3065.339241179116,906.5489032666912,1447.9928962753995,3549.039555991659,3601.9948178584573,2824.8797630728977,0.3591403501759049,818.3451081401529,0.0898198129804139,27.60811153358675,4.821516006378013,134.9745226705916,153.716648268531,78.31133734003842,10086.763780657006
5,Woodruff,147,2022_05,2022,1227.9080186754643,3012.972872780685,657.8558538604121,1103.520546507968,3256.782247817116,2896.2490615637494,1972.6549206700784,0.466787003743218,1869.9938914211773,0.1296608524750779,28.263848637810213,2.783195696016601,141.54059407094826,156.77936839160185,60.81125190893088,9515.578028298703
5,Lee,77,2022_05,2022,1332.6269796440372,3048.0510963977417,670.8698923585206,1170.1299091441967,3391.584170840883,3146.9071552275395,2162.304324309921,0.448351039935433,1694.4728711499513,0.1211882962512117,28.341732388361766,2.722171267185343,139.83584141532555,173.8441703080038,60.36181924757538,11323.286783015084
5,Mississippi,93,2022_05,2022,1381.5276155590889,2761.1261634121533,726.0056638944651,1167.3397489376125,3250.5816702296843,3356.9686139426963,2564.4078688375,0.4055605452051419,1704.1486039054148,0.0928765254514708,27.733764371561964,2.801649372995802,140.0818403420498,114.18485543707789,71.37230492478558,10952.957558958604
5,Phillips,107,2022_05,2022,1222.820680618017,2958.1108717113,641.3126968519363,1102.5080777849164,3266.2670644185723,2952.03571344626,1924.073089850667,0.4558929016028399,1635.3921133867152,0.1245892744066795,28.544646410830875,1.9759791278186083,139.69770123948152,133.45643793973397,53.244112070451465,10695.610132071895
5,Craighead,31,2022_05,2022,1673.9895568765874,3129.415043847369,845.14583250005,1411.5773653580789,3612.8317688438697,3687.426118182909,2876.351631402116,0.3820535880537363,1150.4917654940705,0.0964248548471776,27.82456352618842,3.1263506689598626,139.62754034757887,132.69274343539385,71.94555326680398,12264.801759429864
5,Poinsett,111,2022_05,2022,1584.3417898696523,3056.002111483128,815.0836163224407,1354.796848283376,3497.857315831749,3566.7891996246253,2789.4689242172403,0.3889098072760392,1419.4642002210892,0.0987983406105232,28.06591326615819,2.508514565654798,141.3756913019621,141.4428070398676,68.42294080689672,10708.16366509076
5,Greene,55,2022_05,2022,1500.3015331958363,3136.1917317368725,742.2713848919419,1281.576790199745,3514.9498872473096,3414.310152155944,2546.127689412482,0.4215843679939574,1765.6150679324928,0.1137217764102929,27.506714603279065,4.005787703937917,137.08612299272122,119.0771292603263,80.63412755097947,10915.296959902013
5,Lonoke,85,2022_05,2022,1361.5260237641714,3290.506318765817,694.5134361459305,1201.9410630743412,3620.9580538632968,3285.556744783375,2269.876722012076,0.4671656116312505,1700.1779668790914,0.1384087211102654,28.56471905504516,3.441622374150802,142.32526049395378,162.61764182148812,69.64707723355691,10770.93133018508
5,Jefferson,69,2022_05,2022,1199.8070636845262,3279.3574062120183,609.5886907773454,1081.7697491233275,3522.9410681158656,3009.486090999494,1929.780356426316,0.5034764811257265,1739.2757142774058,0.1540974099595103,29.130297690701905,3.145847101310202,145.34804864006654,125.19110591601384,62.658612327500485,11448.822113203722
5,Lincoln,79,2022_05,2022,1142.3964568959957,3170.799703398027,575.7455219549938,1027.2460281127087,3365.8783061448185,2875.621087755497,1843.4330292088464,0.510275537704989,1722.7536527177767,0.1515532194286451,29.48369978722029,2.1231650009671816,146.64244761106465,84.84723708814236,53.90007092655877,11668.508941033837
5,White,145,2022_05,2022,1135.8334768336651,3002.812510089867,633.4309987623096,1078.6152666415542,3246.888345530861,2679.021498143464,1605.9460730237313,0.4718381143664049,1872.5361889899368,0.1376718210893843,28.391080557498825,3.01118414680084,141.84853898724654,167.6209438734327,64.48544368508851,10262.5132429211
5,St. Francis,123,2022_05,2022,1384.5001090561905,3088.0968563009783,708.4237244541016,1216.5033128389998,3430.8917257216226,3229.9330292105974,2289.8790854918225,0.4369986402826857,1588.1240524457392,0.1198384368432514,28.351138711243813,2.553928738981208,141.16319168374534,172.24290311694935,62.72507140093993,11329.563549524515
5,Crittenden,35,2022_05,2022,1523.9809586611827,3013.4433379530283,813.7567395386267,1309.9442060085837,3462.6363257033863,3540.6651689914165,2719.0792091380545,0.3952356156682349,1378.0887279446831,0.099866210239959,28.03360604434903,2.357003457319979,140.5361543276107,148.47201359084409,65.04682284215545,9810.586054242003
17,Marion,121,2022_05,2022,1093.9974683501966,2937.9822617260934,567.671227278708,977.1314841120997,3260.4546633424243,2781.390985185861,1743.88409214068,0.498447522740497,2016.466534945799,0.1368418680109397,25.59581355104409,2.828272434732393,125.22018272925378,135.60404350356694,165.6342582784559,12195.757327826112
17,Bond,5,2022_05,2022,1181.3604289359907,2877.2011023258488,617.0597308548356,1036.3153635567508,3298.396840442536,2930.1582011989344,1936.5524294830127,0.468520231119577,2026.9485397256344,0.1224741136707535,25.410050411396167,2.1916181079541586,125.63510178886344,147.67217285914663,164.5623367400964,12415.444155656229
17,Jersey,83,2022_05,2022,1114.5018079003223,2837.1622906620514,571.400692719758,988.8811988029996,3341.091256688021,3057.5583078052964,2095.2535618454904,0.4792241296437937,1785.269376342838,0.1260154857092779,25.367804073533936,1.615367523184622,125.901972986989,152.14043801921764,176.0878067793444,12936.415775939073
17,St. Clair,163,2022_05,2022,1171.071386301287,2986.377685470712,636.1586765070117,1055.2992904288249,3283.850342968856,2865.468527313669,1876.003716126154,0.4764399305040278,1758.7689062999254,0.1323127212824178,25.606814000842995,3.204653089083041,124.67830618005657,147.985865296808,143.4374894831077,11630.848341977246
17,Clinton,27,2022_05,2022,1135.3903558848856,2953.679402282096,592.8021575973403,1011.022903019736,3245.1859783966734,2841.7489050103054,1863.1808780035008,0.4875855917349411,2507.989635979897,0.1333674612174943,25.400330349831943,2.6669627932913547,124.2016039260807,141.86549891295138,139.7389618685941,12333.846191033614
17,Calhoun,13,2022_05,2022,1009.7685056608054,3075.539813384722,509.88648987573146,953.9978639139616,3325.7378352911173,2801.362380088702,1799.1304464880338,0.5218916583328048,2093.6198971277963,0.1591250202440987,25.81214912218553,2.6759378232468465,128.19742252702892,164.84502571805078,156.6384169583269,11662.232174524404
17,Madison,119,2022_05,2022,1087.0794563339116,2846.410500959457,573.726178181782,978.7035872043696,3231.7334814261985,2853.78021077244,1896.4454595650293,0.4854462602844152,1751.86611826297,0.1295176978175423,25.336213049213825,2.0277561972344555,125.27426507428564,151.69933230401134,161.92955279024682,12603.747150939183
17,Monroe,133,2022_05,2022,1078.147992282989,2931.6385917264583,619.5870246636952,1009.6924237399188,3070.590277496905,2595.1541905632453,1672.3478954159016,0.4836933922885483,2186.747255769558,0.1378776380029369,25.808984574068,3.5098984412285827,124.09730066411578,153.7188508610857,149.8801881526901,10733.270731128488
17,Macoupin,117,2022_05,2022,1028.175541285415,2616.09079015544,537.1849222797924,909.6303701355972,3227.342555671921,3020.5784828023343,2126.447525079924,0.4787295362554248,1549.419692426412,0.1162815881943776,25.315775217726888,1.857460390254644,126.79678524969772,148.31149928343072,194.2308863410869,13130.99553773146
17,Scott,171,2022_05,2022,1155.7280038811443,2772.458781534298,585.403335469743,1003.8706181345576,3390.479214513344,3268.452320675105,2341.7011322971744,0.4643285871206704,1558.385458170877,0.1159381684829084,25.222620306574832,3.273478716017732,126.08873328704408,168.583190015845,164.00090085278353,13036.844040089982
17,Morgan,137,2022_05,2022,1078.1352834063196,2528.992413271725,555.1670395758073,924.731393650433,3298.188842438196,3354.1678542370746,2527.958198539931,0.4591321482354371,1208.1517317886598,0.1033914145080926,25.03289093327469,2.6362090725565683,125.1773885854396,170.1059510883903,190.63760034877384,13689.627757070895
17,Logan,107,2022_05,2022,1128.5368014566875,2360.316070950846,570.7980718827464,917.4802101812172,3281.4674424447403,3545.4112006321925,2775.476431489966,0.4388044888949259,859.1048981078653,0.0841407673425091,25.52346465834077,2.981780661669532,131.73633101443903,144.04463549733805,182.05653401883345,14380.0720731084
17,Menard,129,2022_05,2022,1145.3853907790117,2551.397477086799,577.2626793976891,954.995375939759,3378.5917608527025,3517.2876227900206,2687.1898427951573,0.4522235747137663,1195.464319759498,0.0984712622353275,25.280087546793023,2.900781485990361,128.75847962483874,147.2460122507881,176.24397845666962,14392.625606127263
17,Sangamon,167,2022_05,2022,986.7127271847488,2288.6051315199625,507.249534606216,831.3081628106769,3146.6366616635114,3304.29267037886,2562.9961818993543,0.4624283811015963,1143.990619085572,0.0922794582478872,25.402861749515484,2.200920899946948,128.93397424836238,155.6756476939384,184.6881026267472,14518.160936315902
17,Christian,21,2022_05,2022,1074.3293733654857,2362.23986843306,559.1054707597742,898.8625148283411,3245.536681334834,3376.5484573671883,2577.892712465127,0.4457744300396831,1037.4014534200808,0.0895280506252674,25.70654776812824,2.0367190196889324,130.3904006515743,137.50063973005143,188.96473912798683,14179.215544806582
17,Massac,127,2022_05,2022,1337.4809730814898,3536.2326467004123,765.0805817241596,1250.179778308962,3802.029260014373,3217.409358986377,2024.2746102049744,0.4791332315290985,2706.736118922635,0.1622847683880276,26.909353518310063,3.604996562929631,134.57516951006133,88.01482627171602,111.40013748281466,10720.717198109623
17,Fulton,57,2022_05,2022,1043.562369077475,2768.238314200653,569.6733162793194,957.7592735392334,3203.1890004962,2891.868524950717,1940.6042880899065,0.4821528529288975,1710.578278595089,0.1272773139262094,24.80944278300081,3.163043812946703,126.82355653305088,143.6823889924499,186.6653640350289,13338.128832542712
17,Stark,175,2022_05,2022,1109.636262374017,2368.4575894951454,562.1467534619305,915.8673837057288,3148.632682668303,3286.6315877464667,2443.005086346122,0.4410151677074833,836.566241274064,0.0864452706086595,24.32171238988404,1.893438234231425,129.3670367642213,144.59293061768804,220.86943181840928,15101.900221693066
17,Woodford,203,2022_05,2022,1021.9825125384582,2212.147043803825,531.4803507958587,847.7379518410813,3080.022255587868,3324.723420224499,2593.588198044423,0.4407254705843043,921.3315070032736,0.0826541929320387,24.81418847726221,2.653463044913688,130.8850090614076,130.1373315912955,222.9169090066169,14794.338662730905
17,Tazewell,179,2022_05,2022,1154.3409772069951,2502.704491415784,593.3358971092895,962.7070214742768,3295.251787025519,3423.91106863127,2643.6238395573264,0.4412794189208716,1043.670344367685,0.0934411607689389,25.0191229213807,3.088371421578185,130.15532148976163,133.687224328523,189.33745810293053,14430.286205183857
17,Marshall,123,2022_05,2022,1040.3145339541911,2304.254267757321,528.15909605018,864.582796409045,3105.2211057732866,3275.4902514933565,2494.7957313800225,0.4501388222251635,951.3064925504748,0.0882698326838966,24.653857420002986,2.038880500877982,130.42546890216278,126.85616819133352,210.56578624502552,13915.591351410443
